timestamp,pair,state,conviction_score,direction,price,quantity,balance_change,balance_after,reason
2026-09-12T01:08:37.550Z,METAUSDT,FAULT,20,none,647.61,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.91% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.379% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:08:43.583Z,COINUSDT,FAULT,2,none,175.57,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.28% move over last 10 candles. Sentiment: funding 0.0266%, L/S ratio 1.00. Volatility: 0.658% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:08:51.226Z,QQQUSDT,FAULT,3,none,716.00,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.114% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:08:56.839Z,GOOGLUSDT,FAULT,24,none,338.76,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.612% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:09:03.828Z,AMZNUSDT,FAULT,22,none,256.92,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.06% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.591% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:08.183Z,TSLAUSDT,FAULT,18,none,365.58,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.85% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.449% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:21.805Z,NVDAUSDT,FAULT,10,none,218.88,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.50% move over last 10 candles. Sentiment: funding 0.0123%, L/S ratio 1.00. Volatility: 0.256% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:24.075Z,AAPLUSDT,INCONCLUSIVE,40,long,332.70,0.000000,0.0000,9998.7705,"Partial agreement between signals. Trend: 1.88% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T01:23:31.932Z,MSTRUSDT,FAULT,14,none,131.13,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.75% move over last 10 candles. Sentiment: funding 0.0242%, L/S ratio 1.00. Volatility: 0.586% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:41.434Z,METAUSDT,FAULT,18,none,647.71,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.83% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.340% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:50.246Z,COINUSDT,FAULT,24,none,175.67,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.17% move over last 10 candles. Sentiment: funding 0.0253%, L/S ratio 1.00. Volatility: 0.679% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:23:59.791Z,QQQUSDT,FAULT,1,none,716.00,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.08% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.118% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:24:08.143Z,GOOGLUSDT,FAULT,25,none,338.44,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.18% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.603% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:24:21.051Z,AMZNUSDT,FAULT,22,none,256.92,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.07% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.593% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:38:06.659Z,TSLAUSDT,FAULT,23,none,365.72,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.419% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:38:21.904Z,NVDAUSDT,FAULT,4,none,218.90,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.24% move over last 10 candles. Sentiment: funding 0.0089%, L/S ratio 1.00. Volatility: 0.230% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:38:24.190Z,AAPLUSDT,INCONCLUSIVE,42,long,332.90,0.000000,0.0000,9998.7705,"Partial agreement between signals. Trend: 1.95% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T01:38:32.818Z,MSTRUSDT,FAULT,29,none,131.16,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.34% move over last 10 candles. Sentiment: funding 0.0233%, L/S ratio 1.00. Volatility: 0.605% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:38:41.245Z,METAUSDT,FAULT,12,none,647.79,0.000000,0.0000,9998.7705,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.57% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.282% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:38:50.189Z,COINUSDT,INCONCLUSIVE,34,long,175.70,0.967439,-0.1020,9998.6685,"Partial agreement between signals. Trend: 1.57% move over last 10 candles. Sentiment: funding 0.0214%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T01:38:56.081Z,QQQUSDT,FAULT,6,none,715.98,0.000000,0.0000,9998.6685,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.29% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.122% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:39:01.656Z,GOOGLUSDT,FAULT,28,none,338.45,0.000000,0.0000,9998.6685,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.29% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.560% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:39:10.229Z,AMZNUSDT,FAULT,28,none,256.92,0.000000,0.0000,9998.6685,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.31% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.575% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:53:35.849Z,TSLAUSDT,FAULT,26,none,365.73,0.000000,0.0000,9998.7647,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.16% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.334% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:53:44.964Z,NVDAUSDT,FAULT,11,none,218.77,0.000000,0.0000,9998.7647,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.50% move over last 10 candles. Sentiment: funding 0.0055%, L/S ratio 1.00. Volatility: 0.228% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:53:53.698Z,AAPLUSDT,INCONCLUSIVE,40,long,332.81,0.600869,-0.1200,9998.6447,"Partial agreement between signals. Trend: 1.81% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T01:54:03.035Z,MSTRUSDT,FAULT,26,none,131.15,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.20% move over last 10 candles. Sentiment: funding 0.0211%, L/S ratio 1.00. Volatility: 0.550% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:54:12.250Z,METAUSDT,FAULT,13,none,647.72,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.60% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.248% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:54:14.506Z,COINUSDT,INCONCLUSIVE,33,long,175.71,0.000000,0.0000,9998.6447,"Partial agreement between signals. Trend: 1.50% move over last 10 candles. Sentiment: funding 0.0171%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T01:54:23.798Z,QQQUSDT,FAULT,6,none,716.02,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.27% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.104% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:54:33.087Z,GOOGLUSDT,FAULT,25,none,338.38,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.14% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.462% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T01:54:41.862Z,AMZNUSDT,FAULT,27,none,256.91,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.26% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.492% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:08:38.456Z,TSLAUSDT,FAULT,0,none,365.66,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.02% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.037% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:08:44.464Z,NVDAUSDT,FAULT,13,none,218.87,0.000000,0.0000,9998.6447,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.57% move over last 10 candles. Sentiment: funding 0.0001%, L/S ratio 1.00. Volatility: 0.188% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:08:46.723Z,AAPLUSDT,INCONCLUSIVE,42,long,332.95,0.000000,0.0000,9998.6447,"Partial agreement between signals. Trend: 1.86% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T02:08:53.140Z,MSTRUSDT,INCONCLUSIVE,39,long,131.22,1.485853,-0.1170,9998.5277,"Partial agreement between signals. Trend: 1.73% move over last 10 candles. Sentiment: funding 0.0171%, L/S ratio 1.00. Taking a reduced position sized to uncertainty."
2026-09-12T02:09:01.532Z,METAUSDT,FAULT,14,none,647.54,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.62% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.185% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:09:03.794Z,COINUSDT,FAULT,29,none,175.42,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.29% move over last 10 candles. Sentiment: funding 0.0085%, L/S ratio 1.00. Volatility: 0.419% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:09:20.319Z,QQQUSDT,FAULT,7,none,716.17,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.30% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.082% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:09:26.781Z,GOOGLUSDT,FAULT,23,none,338.32,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.333% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:09:35.827Z,AMZNUSDT,FAULT,27,none,256.79,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.18% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.364% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-12T02:23:38.728Z,TSLAUSDT,FAULT,1,none,365.50,0.000000,0.0000,9998.5277,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.05% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.038% stdev. Refusing to trade — protecting capital over forcing a read."
